path,category,kind,purpose,typical_inputs,typical_outputs,safe_example,when_to_use,when_not_to_use,safety
tools/analyze/build_m2_score_release_decision_packet.py,analysis and package builders,python,Build an explicit M2 score release decision packet.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/build_m2_score_release_decision_packet.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/build_m2_scoring_gate_resolver.py,analysis and package builders,python,Resolve whether the M2 frozen artifact can be released for blind scoring.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/build_m2_scoring_gate_resolver.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/build_m3ts_frozen_candidate_coupled_score.py,analysis and package builders,python,Build AGENT-470 frozen M3+TS coupled candidate score package.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/build_m3ts_frozen_candidate_coupled_score.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/build_m3ts_val_salt2_sbatch_studies.py,analysis and package builders,python,Build and run AGENT-439 sbatch study wrappers for M3+TS/val_salt2/PM5.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/build_m3ts_val_salt2_sbatch_studies.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use from a login node for heavy work, without a scheduler row, or as a duplicate launch.",HPC/mutating capable; inspect first and do not run heavy work on login nodes
tools/analyze/build_math_theory_results_register.py,analysis and package builders,python,"Build the cross-cutting math, theory, assumptions, and results register.",existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/build_math_theory_results_register.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/build_mdot_temperature_error_report_and_presentation.py,analysis and package builders,python,Build report and presentation outline for mdot vs TP/TW error audit.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/build_mdot_temperature_error_report_and_presentation.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/build_mdot_temperature_probe_error_audit.py,analysis and package builders,python,Build a Salt1-4 mdot and TP/TW 1D predictivity audit.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/build_mdot_temperature_probe_error_audit.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/build_mf02_pressure_mdot_coupling_diagnostic.py,analysis and package builders,python,Build the MF02 pressure-mdot coupling diagnostic package.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/build_mf02_pressure_mdot_coupling_diagnostic.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/build_mf07_entrance_development_and_reset_source_basis.py,analysis and package builders,python,Build the MF07 entrance/development/reset source-basis gate.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/build_mf07_entrance_development_and_reset_source_basis.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/build_mf08_signed_wall_flux_developing_thermal_branches.py,analysis and package builders,python,Build the MF08 signed wall-flux developing thermal branch gate.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/build_mf08_signed_wall_flux_developing_thermal_branches.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/build_mf09_recirculating_upcomer_thermal_model_alternatives.py,analysis and package builders,python,"Build MF09 recirculating-upcomer thermal model alternatives gate. This is an evidence reducer only. It reads completed S13/upcomer/model-form packages and writes a model-form gate without launching CFD, fitting coeffi...",existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/build_mf09_recirculating_upcomer_thermal_model_alternatives.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
